EFS Bahamas,,EJ,,Bahamas,
EgyptAir,MSR,MS,EGYPTAIR,Egypt,https://www.egyptair.com/
EgyptAir Express,MSE,MS,EGYPTAIR EXPRESS,Egypt,http://express.egyptair.com/
El Al Israel Airlines,ELY,LY,EL AL,Israel,https://www.elal.com/
Elan Express,ELX,,,United States,
Eldinder Aviation,DND,,,Sudan,http://www.dinderaviation.com/
Electra Airways,EAF,,ELECTRA,Bulgaria,http://www.electra-airways.com/
Elite Air,EAI,,ELAIR,Togo,
Elite Airways,MNU,7Q,MAINER,United States,http://www.eliteairways.net/
Emerald Air,,YE,,United Kingdom,
Emerald Airways,JEM,G3,GEMSTONE,United Kingdom,
Emir Airlines,,,,Saudi Arabia,http://www.emirairlines.com/
Emirates International Air Cargo,,,,United Arab Emirates,
Empost,,,,United Arab Emirates,
Endeavor Air,EDV,9E,ENDEAVOR,United States,http://www.endeavorair.com/
Enimex,ENI,,,Estonia,
Envoy,ENY,MQ,ENVOY,United States,http://www.envoyair.com/
Equaflight Service,EKA,E7,,Congo,
ERA European Regions Airlines,EUA,EA,,Spain,
Erickson Aero Tanker,,,,United States,http://www.eatanker.com/
Ernest,ERN,EG,ERNEST,Italy,https://www.flyernest.com
Espace Aviation Service,EPC,,ESPACE,"Congo, The Democratic Republic Of The",
Estafeta Carga Aerea,ESF,E7,ESTAFETA,Mexico,http://www.estafeta.com/
Estonian Air,ELL,OV,ESTONIAN,Estonia,http://www.estonian-air.ee
Airline_name,ICAO,IATA,Callsign,Country,Website
Estrellas Del Aire,ETA,,,Mexico,
Etihad Airways,ETD,EY,ETIHAD,United Arab Emirates,https://www.etihad.com/
EUjet,EUJ,VE,UNION JET,Ireland,
Eureca,URE,F4,,Italy,
Euro Continental Air,ECN,,,Spain,
Euro First Air,EFA,,,Spain,
Euro-Hopper,DNM,3D,,Germany,
EuroAtlantic Airways,MMZ,YU,EURO ATLANTIC,Portugal,http://www.euroatlantic.pt
Euroberlin,EEB,EE,,France,
Eurocypria Airlines,ECA,UI,EUROCYPRIA,Cyprus,http://www.eurocypria.com
Eurofly Service,EEU,,,Italy,
Eurojet Airlines,,,,France,
Eurolink (SAS Commuter),SAS,SK,SCANDINAVIAN,Denmark,
Eurolynx Aviation,,,,United Kingdom,
EuroMediterranean Airlines,,,,Egypt,
Europe Airpost,FPO,5O,FRENCH POST,France,http://www.europeairpost.fr
European Air Transport,BCS,QY,EUROTRANS,Belgium,
European Airlift,,,,Belgium,
Euroscot Airways,EUJ,MY,,United Kingdom,
Eurowings Europe,EWE,E2,EUROPWINGS,Austria,https://www.eurowings.com/
Evelop Airlines,EVE,E9,EVELOP,Spain,https://www.evelop.com/
Everjets,EVJ,,EVERJETS,Portugal,http://www.everjets.com/
EWA Air,EWR,ZD,MAYOTTE AIR,Mayotte,http://www.ewa-air.com/
Excel Airways,XLA,JN,EXPO,United Kingdom,http://www.excelairways.com
Excellent Air,GZA,,EXCELLENT AIR,Germany,
Exec Direct Aviation,,,,Jamaica,
Executive Air Charter,,,,Puerto Rico,
Executive Airlines,EXK,OW,EXECUTIVE EAGLE,Puerto Rico,
Executive Turbine Aviation,TEA,,TRAVELMAX,South Africa,http://www.xturbine.co.za
Export Air Cargo,EXD,EL,EXPORT,Peru,
Express Air,XAR,XN,TRAVEL EXPRESS,Indonesia,http://www.xpressair.co.id/
Express Airlines I,,,,United States,
Express City,,EO,,"Congo, The Democratic Republic Of The",
Express One International,LHN,EO,LONGHORN,United States,
ExpressJet Airlines,ASQ,EV,ACEY,United States,https://www.expressjet.com/
Eznis Airways,EZA,EF,EZNIS,Mongolia,http://www.eznisairways.com/
Ethiopian Airlines,ETH,ET,ETHIOPIAN,Ethiopia,https://www.ethiopianairlines.com/
Etihad Regional,DWT,F7,DARWIN,Switzerland,http://www.etihadregional.com/
Euralair International,ERL,RN,EURALAIR EXECUTIVE,France,
Eurex Cargo,,,,Georgia,
Euro Direct Airlines,,9R,,United Kingdom,
Euro Sun,ESN,,,Turkey,
EuroAir,EUP,6M,EUROSTAR,Greece,http://www.flyeuroair.net
EuroBelgian Airlines (EBA),EBA,BQ,BELSTAR,Belgium,
Euroceltic Airways,ECY,5Q,,United Kingdom,
Eurofly,EEZ,GJ,E-FLY,Italy,http://www.eurofly.it
Euroguineana de Aviacion,EUG,,,Equatorial Guinea,http://www.euroguineana.com/
EuroLine,MJX,4L,,Georgia,http://www.avia.ge
Eurolot,ELO,K2,EUROLOT,Poland,
Euromanx,EMX,3W,EUROMANX,United Kingdom,http://www.euromanx.com/
Europe Air Charter,PTU,,,Luxembourg,
European Air Express,EAE,EA,STARWING,Germany,http://www.eae.aero
European Aircharter,EAF,E7,EUROCHARTER,United Kingdom,http://www.eaac.co.uk
European Airlines,FRO,2H,FROBISHER,Belgium,
Eurowings,EWG,EW,EUROWINGS,Germany,https://www.eurowings.com/
EVA Airways,EVA,BR,EVA,Taiwan,http://www.evaair.com
Evergreen International Airlines,EIA,EZ,EVERGREEN,United States,http://www.evergreenairlines.com
Everts Air,VTS,3Z,EVERTS,United States,
Excalibur Airways,EXC,EQ,,United Kingdom,
Excellence,,,,United States,
Excellent Air,,,,Malta,http://excellentair.eu/
Executive Aero Space,EAS,,,South Africa,
Executive Air Transport,EXZ,,,Switzerland,
Executive Airlines,EXU,,,Spain,
ExpoAir,EXV,8D,EXPOAVIA,Sri Lanka,
Express Air,AAE,,,United States,
Express Air Cargo,,,,Tunisia,
Express Airways,EPR,,,Slovenia,http://www.express-airways.com/
Express Freighters,EFA,,,Australia,
Express.Net Airlines,XNA,,,United States,http://www.ena.aero
EZjet,,,,Guyana,http://www.ezjetair.com/
Airline_name,ICAO,IATA,Callsign,Country,Website
Facts Air,FCS,,,Mexico,
Fair Aviation,FAV,,FAIRAVIA,South Africa,
Fairways,FWY,,,United States,
Falcon Air Express,FAO,6F,PANTHER,United States,http://www.falconairexpress.net
FANair,FNR,,,Ukraine,
Far Eastern Air Transport,FEA,FE,FAR EASTERN,Taiwan,http://www.fat.com.tw
Farnair Europe,FNE,,,Netherlands,http://www.farnair.com
Farnair Switzerland,FAT,,FARNER,Switzerland,http://www.farnair.com/
Fars Air Qeshm,QFZ,QE,FARS QESHM,"Iran, Islamic Republic Of",
fastjet,FTZ,FN,GREY BIRD,"Tanzania, United Republic Of",http://www.fastjet.com/
fastjet Zimbabwe,FJW,,ZIMBIRD,Zimbabwe,http://www.fastjet.com/
FDA - Fuji Dream Airlines,FDA,JH,FUJI DREAM,Japan,http://www.fujidreamairlines.com
Federico II Airways,FDE,2D,,Italy,
Felix Airways,FXX,FO,,Yemen,http://www.felixairways.com
Fiji Link,FJA,,LINK FIJI,Fiji,
Fine Air Services,FBF,FB,,United States,
Finnaviation,FAV,,,Finland,
Finnish Air Force,FNF,,,Finland,
First Air,FAB,7F,FIRST AIR,Canada,https://www.firstair.ca/
First Choice Airways,FCA,DP,JETSET,United Kingdom,http://www.firstchoice.co.uk
First Nation Airways,FRN,,FIRST NATION,Nigeria,http://www.flyfirstnation.com/
Fischer Air Polska,,,,Poland,
Flagship Airlines,FLG,8N,,United States,
Flair Airlines,FLE,F8,FLAIR,Canada,https://www.flyflair.com/
Flash Airlines,FSH,,FLASH,Nigeria,
Fleet Air Bulgaria,FBG,,FLEET BIG,Bulgaria,
Fleming International Airways,FLM,IM,,United States,
Flight Director,,,,United States,
Flightline,FLT,B5,FLIGHTLINE,United Kingdom,
Flightworks,KDZ,,,United States,
Florida Express,FLX,,,United States,
Flugfelag Islands - Air Iceland,FXI,NY,FAXI,Iceland,https://www.airicelandconnect.com/
Flugleidir (Icelandair Domestic),,,,Iceland,
Fly Air,FLM,F2,FLY AIR,Turkey,http://www.flyair.com.tr
Fly Asian Xpress (FAX),XFA,D7,FAX AIR,Malaysia,http://www.flyasianxpress.com
Fly Blue Crane,FBC,7B,BLUE CRANE,South Africa,https://www.flybluecrane.com/
Fly Erbil,,,,Iraq,http://www.flyebl.com/
Fly Excellent,FXL,,FLY EXCELLENT,Sweden,http://www.flyexcellent.com
Fly Guam,,,,Guam,http://www.flyguam.com/
Fly International Airways,NVJ,,,Tunisia,
Fly Jordan,FJR,,SOLITAIRE AIR,Jordan,
Fly LPI,,,,Spain,
Fly One,FIA,5F,FIA AIRLINES,"Moldova, Republic Of",https://flyone.md/
Fly Salone,,,,Sierra Leone,https://www.fly-salone.com/
Fly-SAX,EXZ,B5,DUMA,Kenya,https://www.fly-sax.com/
flyadeal,FAD,F3,PURPLE,Saudi Arabia,https://www.flyadeal.com/
FlyAman,,,,Unknown,
FlyAruba,,,,Aruba,http://www.flyaruba.net/
Flybe Nordic,FCM,,FINNCOMM,Finland,http://www.flybe.fi
FlyBosnia,FBS,,BOSNIA AIR,Bosnia And Herzegovina,http://www.flybosnia.ba/
Fair,FRI,FW,,Japan,
Fairlines,,,,France,
Falcon Air,FCN,IH,FALCON,Sweden,http://www.falconair.se
Family Airlines,,,,United States,
Fanjet Express,,,,Kenya,
Far North Air,,,,United States,
Farnair Hungary,FAH,,,Hungary,
FaroeJet,RCK,F6,ROCKROSE,Faroe Islands,http://www.faroejet.fo/
Fast Air,FST,UD,,Chile,
fastjet Zambia,,,,Zambia,http://www.fastjet.com/
Faucett Perú,CFP,CF,CHARLIE FOXTROT,Peru,
Federal Express (FedEx),FDX,FX,FEDEX,United States,http://www.fedex.com
Feeder Airlines,,,,Sudan,
Fiji Airways,FJI,FJ,FIJI,Fiji,http://www.fijiairways.com/
Filder Air Service Airlines,NRX,M3,,Germany,
Finnair,FIN,AY,FINNAIR,Finland,http://www.finnair.com
Finncomm Airlines,FCM,FC,FINNCOMM,Finland,http://www.finncomm.fi
Firefly,FFM,FY,FIREFLY,Malaysia,http://www.fireflyz.com.my
First Cambodia Airlines,FCC,F6,FIRST CAMBODIA,Cambodia,
First Flight,,,,India,http://www.firstflight.net/
Fischer Air,FFR,8F,,Czech Republic,http://www.fischer-air.cz
FitsAir,EXV,8D,EXPOAVIA,Sri Lanka,https://www.fitsair.com/
Flagship Express,FSX,,FLAG,United States,
Flair Aviation,,,,Germany,http://www.flair-aviation.de
Flash Airlines,FSH,,FLASH,Egypt,
Fleet Air International,FRF,,FAIRFLEET,Hungary,https://www.fleetair.eu/
Flex Linhas Aéreas,,,,Brazil,
Flight West Airlines,FWQ,YC,UNITY,Australia,
Flightlink,,,,"Tanzania, United Republic Of",http://www.flightlink.co.tz/
Flitestar Airways,,,,South Africa,
Florida West International Airways,FWL,RF,FLO WEST,United States,
Flugfelag Nordurlands (Norlandair),FNA,NY,FAXI,Iceland,
Fly 365 Aviation,FLA,,,Romania,http://www.fly365.co/
Fly All Ways,EDR,8W,BIRDVIEW,Suriname,
Fly Baghdad,FBA,IF,IRAQ EXPRESS,Iraq,http://www.flybaghdad.net/
Fly CamInter,,EF,,Cameroon,http://www.flycaminter.com/
Fly Europa,FEE,,,United Kingdom,
Fly FTI,FTI,BZ,FROG LINE,Germany,
Fly Hellas,VKH,VQ,DELPHI,Greece,http://www.flyhellas.com/
Fly Jamaica,FJM,OJ,GREENHEART,Jamaica,http://www.fly-jamaica.com/
Fly Kiss,,KT,,France,http://www.fly-kiss.com/
Fly Niue Airlines,,,,Niue,
Fly Pro,PVV,,SUNDAY,"Moldova, Republic Of",
Fly Tanzania,,,,"Tanzania, United Republic Of",
Fly540,FFV,5H,SWIFT TANGO,Kenya,http://www.fly540.com
FlyAfrica,FZW,Z7,FRESH EXPRESS,Zimbabwe,http://www.flyafrica.com/
Flyant Cargo,,,FLYANT,Spain,http://www.flyant.es
Flybe,BEE,BE,JERSEY,United Kingdom,https://www.flybe.com/
Flybondi,FBZ,FO,BONDI,Argentina,https://www.flybondi.com/
flyCAA,FPY,BU,AFRICOMPANY,"Congo, The Democratic Republic Of The",http://www.caacongo.com/
Airline_name,ICAO,IATA,Callsign,Country,Website
flyCongo,ALX,EO,ALLCONGO,"Congo, The Democratic Republic Of The",http://www.flycongo.com
flydubai,FDB,FZ,SKYDUBAI,United Arab Emirates,http://www.flydubai.com
Flyest,,8R,,Argentina,
flyGlobal,FGG,FS,BLUEFINCH,Malaysia,http://www.flyglobal.com.my/
Flying America,,,,Argentina,http://www.flyingamerica.com.ar/
Flying Colours Airlines,FCL,MT,,United Kingdom,
Flying Finn Airways,FFW,,,Finland,
Flyjet,FJE,,,United Kingdom,http://www.fly-jet.com
FlyLAL Charters,LLC,,FLYLAL CHARTERS,Lithuania,http://www.flylalcharters.lt/en/
FlyLAL Charters Polska,,,,Poland,
Flyme,,,,Maldives,http://www.flyme.mv/
FlyNonstop,,J7,,Norway,http://www.flynonstop.no/
FlyRAK,,,,United Arab Emirates,
Flysur - Líneas Aéreas de Andalucía,,,,Spain,
FlyViking,FVK,VF,BALDER,Norway,http://www.flyviking.no/
Flyways Linhas Aéreas,,,,Brazil,http://flyways.com.br/
FMI Air,FMI,,GECKO,Myanmar,http://fmiaircharter.com/
Ford Motor,FOB,FD,,United Kingdom,
Fortunair,FXC,,,Canada,
Foshing Airlines,FHA,,,Taiwan,
Freebird Airlines,FHY,FH,FREEBIRD AIR,Turkey,http://www.freebirdairlines.com
Freedom Air,,,,South Africa,
Freedom Airline Express,,,,Kenya,http://www.freedomairexpress.com/
Freedom Airways,,,,Cyprus,http://www.freedomairways.com.cy
French bee,FBU,BF,FRENCH BEE,France,https://www.frenchbee.com/
Fresh Air,FRR,,,Nigeria,
Frontier Airlines,FFT,F9,FRONTIER FLIGHT,United States,https://www.flyfrontier.com/
Fuzhou Airlines,FZA,FU,STRAIT AIR,China,http://www.fuzhou-air.cn/
FlyDamas,FDK,4J,DAMAVIA,Syrian Arab Republic,http://www.flydamas.com/
FlyEgypt,FEG,FT,SKY EGYPT,Egypt,http://www.flyegypt.com.eg/
FlyGeorgia,FGE,9Y,GEORGIAN WING,Georgia,http://www.flygeorgia.com/
Flyglobespan,GSM,Y2,GLOBESPAN,United Kingdom,http://www.flyglobespan.com
Flying Carpet,FCR,7Y,FLYING CARPET,Lebanon,http://www.flyingcarpet.com.lb
Flying Enterprise,FLY,F3,,Sweden,
Flying Tiger Line,FTL,FT,TIGER,United States,
FlyLAL,LIL,TE,LITHUANIAN,Lithuania,http://www.flylal.com
FlyLAL Charters Estonia,ESC,,,Estonia,
FlyMe,FLY,SH,FLYBIRD,Sweden,http://www.flyme.se
flynas,KNE,XY,NAS EXPRESS,Saudi Arabia,http://www.flynas.com/
flyOristano,,,,Italy,http://www.flyoristano.com
FlySafair,SFR,FA,CARGO,South Africa,http://www.flysafair.co.za/
FlyValan,FXP,F6,,Romania,http://www.flyvalan.com/
flyvista,AJD,,,Georgia,http://www.flyvista.aero/
FM Services Aviation,,,,United States,
Focus Air,,,,United States,
Formosa Airlines,FOS,VY,,Taiwan,
Fortune Aviation,FOR,,,Italy,
Free Airways,,,,Greece,
Freebird Airlines Europe,FHM,,EUROBIRD,Malta,
Freedom Air International,FOM,SJ,,New Zealand,http://www.freedomair.com
Freedom Airlines,FDM,F8,FREEDOM AIR,United States,
Freight Runners Express,FRG,,,United States,
French blue,FBU,BF,FRENCH BLUE,France,http://www.frenchblue.com/
Frontier Airlines,,FL,FRONTIER,United States,
Futura,FUA,FH,FUTURA,Spain,http://www.futura-aer.com
Airline_name,ICAO,IATA,Callsign,Country,Website
Gabon Airlines,GBK,GY,GABON AIRLINES,Gabon,http://www.gabonairlines.com
Galaxy Airlines,,,,Japan,http://www.galaxy-airlines.com
Galistair,,,,Spain,http://www.galistair.com/
Gambia Bird,GBQ,3G,GAMBIA BIRD,Gambia,http://www.gambiabird.com/
Gandalf Airlines,GNF,G7,,Italy,
Gatari Air Service,GHS,,GATARI,Indonesia,
Gazpromavia,GZP,4G,GAZPROM,Russian Federation,http://www.gazpromavia.ru
GB Leisure,,,,United Kingdom,
GECIHC,,,,United States,
Gemini Air Cargo,GCO,GR,GEMINI,United States,http://www.gac-cargo.com
General Electric Air Tranport Services,,,,United States,
Genghis Khan Airlines,,,,China,
Geo-Sky,GEL,,SKY GEORGIA,Georgia,
Georgian National Airlines,GFG,QB,GREMI,Georgia,http://www.national-avia.com
German Cargo,GEC,FX,GERMAN CARGO,Germany,
German Wings,KFK,PW,GERMAN WINGS,Germany,
Germania,GMI,ST,GERMANIA,Germany,https://www.flygermania.com/
Germanwings,GWI,4U,GERMANWINGS,Germany,http://www.germanwings.com
GetJet Airlines,GJT,GW,GETJET,Lithuania,http://www.getjet.aero
Ghana Airways,GHA,GH,GHANA,Ghana,
Gibraltar Airways,,GT,,United Kingdom,
Gill Airways,GIL,9C,,United Kingdom,
GKW Aviation,,,,United States,
Global Africa Aviation,GAA,,,Zimbabwe,
Global Air Transport,,,,Libya,
Global Aviation and Services Group,GAK,,AVIAGROUP,Libya,
Global International,,,,United States,
Global Jet United Arab Emirates,GBG,,GLOBAL GULF,United Arab Emirates,
Global Reach Aviation,,,,Denmark,http://www.globalreachaviation.com/
Globus,GLP,GH,GLOBUS,Russian Federation,https://www.s7.ru/
GMG Airlines,GMG,Z5,GMG,Bangladesh,http://www.gmgairlines.com
Go Mokulele,,,,United States,http://www.mokuleleairlines.com/
Go2Sky,RLX,6G,RELAX,Slovakia,http://www.go2sky.eu/
GoJet Airlines,GJS,G7,LINDBERGH,United States,http://www.gojetairlines.com
Gold Crest Aviation,,,,United Kingdom,
Golden International Airlines,GTC,,,Turkey,http://www.golden-airlines.com
Golden Wings,,,,South Sudan,http://www.goldenwingssouthsudan.com
Goliaf Air,GLE,,,Sao Tome And Principe,
Goodjet,,,,Sweden,
Gotlandsflyg,,,,Sweden,
Government of Madagascar,,,,Madagascar,
Gran Colombia de Aviación (GCA),,,,Colombia,https://www.aviorair.com/
Grand Airways Inc.,GND,,,United States,
Grand China Express,GCR,GS,CHINA DRAGON,China,
Grand Cru Airlines,GCA,,GRAND CRU,Lithuania,http://www.gcairlines.aero/
Grandstar Cargo,GSC,GD,GRANDSTAR CARGO,China,http://www.grandstarcargo.com/
Great American Airways,GRA,,,United States,
Great China Airlines,GCA,GC,,China,
Great Plains Airlines,GRP,ZO,,United States,
Greece Airways,GRE,1X,GREECE AIRWAYS,Greece,
Gadair European Airlines,GDR,GP,GADAIR,Spain,http://www.gadair.com
Galaxy Airways,GLX,9G,,Greece,
Gam Air,,,,Gambia,
Gambia International Airlines,GNR,GC,,Gambia,
Garuda Indonesia,GIA,GA,INDONESIA,Indonesia,http://www.garuda-indonesia.com
GATS Guinea,GTS,,,Equatorial Guinea,
GB Airways,GBL,GT,,United Kingdom,http://www.gbairways.com
GEC Marconi Avionics,FFU,,,United Kingdom,
Gee Bee Air,GEB,,,Greece,
General Air Cargo (GAC),GAC,,GENERAL CARGO,Venezuela,
General Motors Corporation,GMC,,,United States,
Geo Fly Airways,GFY,,GEOCARGO,Georgia,
Georgian International Airlines,GNN,4L,GEO-LINE,Georgia,
Georgian Star International,GST,,GEORGIAN STAR,Georgia,
German Sky Airlines,GHY,,GERMAN SKY,Germany,http://www.germanskyairlines.com/
Germanair,,DV,,"Germany, Federal Republic Of",
Germania Flug,GSW,GM,EIGER,Switzerland,https://www.flygermania.com/
Gestair,GES,GP,GESTAIR,Spain,http://www.gestair.com/
Ghadames Air Transport,GHT,G6,,Libya,
Ghana International Airlines,GHB,G0,GHANA AIRLINES,Ghana,
Gill Air,GIL,GX,,United Kingdom,
Girjet,GJT,8G,BANJET,Spain,http://www.girjet.es/
Global Aero Investments,,,,Djibouti,
Global Air,DMJ,,DAMOJH,Mexico,
Global Aviation,GBB,QG,GLOBE,South Africa,http://www.g-airways.com/
Global Cargo Services,,,,Unknown,
Global Jet Austria,GLJ,,GLOBAL AUSTRIA,Austria,
Global Peace Ambassadors,,,,United States,http://www.globalpeaceembassy.com
Global Supply Systems,GSS,,,United Kingdom,http://www.gssair.co.uk
Globus Airlines,,,,Poland,
Go Fly,GOE,GO,GO FLIGHT,United Kingdom,
go! (Mesa Airlines),ASH,YH,AIR SHUTTLE,United States,https://www.iflygo.com/
GoAir,GOW,G8,GO AIR,India,http://www.goair.in
GOL Transportes Aéreos,GLO,G3,GOL,Brazil,https://www.voegol.com.br/
Golden Air,GAO,DC,GOLDEN,Sweden,http://www.goldenair.se
Golden Myanmar Airlines,GMR,Y5,GOLDEN MYANMAR,Myanmar,http://www.gmairlines.com/
Goldwing Airlines,,,,Italy,
Gomair,,,,"Congo, The Democratic Republic Of The",
Gotia Shuttle Express (GSE),,,,Sweden,
Government Flying Service of Hong Kong Special Administrative Region,HKG,,,Hong Kong,
Gowair,GWR,,LEMON,Spain,http://www.gowair.com/
Grand Air,GDI,8L,,Philippines,
Grand China Air,GDC,CN,GRAND CHINA,China,
Grand Comores,,,,Comoros,
GrandaExel,,,,Netherlands,
Grass Valley Aeronautics Inc,,,,United States,
Great Atlantic Airways,,,,Antigua And Barbuda,
Great Lakes Aviation,GLA,ZK,,United States,
Great Wall Airlines,GWL,IJ,GREAT WALL,China,http://www.gwairlines.com/
GreenJet,GRJ,,GREEN JET,Greece,http://www.greenjet.gr/
Airline_name,ICAO,IATA,Callsign,Country,Website
Greenland Express,,,,Greenland,http://greenlandexpress.com/
Grizodubova Air,GZD,,,Russian Federation,
Groznyi-Avia,GOZ,ZG,GROZNY AVIA,Russian Federation,http://grozny-avia.ru/
GTI Airlines,NTL,TD,,Turkey,
Guinea Ecuatorial Airlines (GEASA),GEA,,,Equatorial Guinea,
Guinee Express Air,GIM,,,Guinea,
Gulf Traveller,GFA,GF,GULF AIR,Bahrain,http://www.gulftraveller.com
Guyana Airways,GYA,GY,,Guyana,
Greenlandair,GRL,GL,,Greenland,
Grossmann Air Service,HTG,,,Austria,
Gryphon Airlines,GRF,Y3,SIMBA,South Africa,http://www.flygryphon.com/
GTRA Airways,,,,"Congo, The Democratic Republic Of The",http://www.gtra-congo.cd/
Guinea Equatorial de Transportes Aereos (GETRA),GET,,,Equatorial Guinea,
Gulf Air,GFA,GF,GULF AIR,Bahrain,https://www.gulfair.com/
Gulfstream Aerospace,GLF,,,United States,
GX Airlines,CBG,GX,GREEN CITY,China,http://www.gxairlines.com/
Airline_name,ICAO,IATA,Callsign,Country,Website
Hahn Air,HHN,HR,,Germany,
Haiti Air,,,,Haiti,
Haiti Trans Air,HTC,TV,,Haiti,
Halcyon Air,HCV,7Z,CREOLE,Cape Verde,http://www.flyhalcyonair.com/
Halisa Airlines,,,,Haiti,
Hamburg Airlines,HAS,HX,HAMBURG AIR,Germany,
Hamburg Chile Airlines,HBG,,,Chile,
Hamra Air,HMM,,HAMRA,United Arab Emirates,
Hansung Airlines,HAN,HS,HANSUNG AIR,"Korea, Republic Of",http://www.hansungairlines.com
Hapag-Lloyd Express,HLX,X3,YELLOW CAB,Germany,http://www.hlx.com
Happy Air,HPY,,,Thailand,http://www.happyair.co.th
Harmony Airways,HMY,HQ,HARMONY,Canada,http://www.harmonyairways.com
Havana Air,,,,Cuba,
Hawkair Aviation Services,BHA,BH,HAWK,Canada,http://www.hawkair.ca
HCL Aviation,,,,United States,
Heavylift Cargo Airlines,HLA,NP,HEAVYLIFT,United Kingdom,
HeavyLift International Airlines,HVL,,HEAVYFREIGHT,United Arab Emirates,http://www.heavyliftfreight.com
Heliopolis Airlines,HEP,,HELIOPOLIS,Egypt,
Helitrans,HTA,9I,HELITRANS,Norway,https://www.helitrans.no/
Hellas Aviation,,,,Greece,
Hellenic Imperial Airways,IMP,,,Greece,
Hello,FHE,HW,FLYHELLO,Switzerland,http://www.hello.ch
Helvetic Airways,OAW,2L,HELVETIC,Switzerland,https://www.helvetic.com/
Henan Airlines,KPA,VD,,China,
Heritage Air,,,,Philippines,
Hermes Aviation,HME,,HERGO,Malta,
Hevilift,GCW,IU,,Papua New Guinea,
Hewa Bora Airways,ALX,EO,ALLCONGO,"Congo, The Democratic Republic Of The",http://www.hba.cd
Hi Fly,HFY,5K,SKY FLYER,Portugal,http://www.hifly.pt
Hibernian Airlines,HBN,HG,,Ireland,
Highland Express Airways,TTN,VY,TARTAN,United Kingdom,
Hispania Lineas Aereas,HSL,,,Spain,
HM - Heli Malongo Airways,,,,Angola,
Hokkaido Air System,NTH,,,Japan,
Hola Airlines,HOA,H5,HOLA,Spain,http://www.holaairlines.com
Holidair,STP,,STAMPEDE,Canada,
Holiday Airways,,PQ,,United States,
Holland Aero Lines,,,,Netherlands,
